# sep = 3.800000
# phi = 0.261948
# rp = 1.000000
# meth = 0.250000
# chromo = 0.750000
# TEXP = -999.000000
#  1 : wavelength (microns)
#  2 : clean planet-star flux ratio
#  3 : noisy planet-star flux ratio
#  4 : error
5.060000000000000053e-01 1.949759838605190894e-09 1.393967263545184943e-09 2.519201592608214619e-10
5.060000000000000053e-01 1.949759838605190894e-09 2.160107762857074648e-09 2.519201592608214619e-10
5.460000000000000409e-01 1.840579302668769259e-09 2.394513803320416931e-09 5.518530927231773466e-10
5.569200000000000816e-01 2.029181790857503119e-09 1.310400250764041938e-09 5.249595690125509333e-10
5.680584000000000744e-01 1.929616976736728219e-09 1.812300239479127958e-09 4.913735650202961057e-10
5.749999999999999556e-01 1.913896177935039678e-09 1.904653180912245524e-09 1.152578820767038927e-10
5.749999999999999556e-01 1.913896177935039678e-09 2.025529935886171364e-09 1.152578820767038927e-10
5.794195680000000515e-01 1.800573101148958703e-09 1.806575841655416767e-09 5.025730292374711072e-10
5.910079593600000569e-01 1.922812149007275901e-09 2.354226814626745941e-09 5.050229555863739747e-10
6.028281185472000869e-01 1.833042705146008611e-09 2.610718415525566912e-09 5.002433143767120706e-10
6.148846809181440776e-01 1.132350273290346929e-09 9.289427836325039755e-10 5.111324332771619334e-10
6.271823745365069369e-01 1.448842680628781011e-09 1.274966107888018300e-09 5.169168430249997021e-10
6.370000000000000107e-01 1.676490109479389006e-09 9.260416322324966374e-10 5.167023334458008802e-10
6.397260220272370512e-01 1.568949431104966463e-09 2.018044969010798905e-09 5.184787618402872422e-10
6.497399999999999842e-01 1.315405211408890904e-09 1.682736009838501807e-09 5.266359397370881505e-10
6.525205424677817945e-01 1.293408789344922969e-09 1.197809991220445829e-09 5.486269188385885070e-10
6.610000000000000320e-01 1.309290947805428652e-09 1.427297419521233556e-09 1.296503836369801574e-10
6.610000000000000320e-01 1.309290947805428652e-09 1.391610363875738492e-09 1.296503836369801574e-10
6.627347999999999573e-01 1.000624251157173890e-09 6.076806907938782045e-10 5.435939341839177056e-10
6.759894959999999120e-01 1.428657917086685336e-09 1.687808051869486485e-09 5.502082581538630596e-10
6.895092859199999369e-01 1.285295674105333200e-09 7.739565962810264010e-10 5.519608492632484126e-10
7.032994716383998979e-01 7.651405741567485956e-10 6.456070523641470182e-10 5.820657717197648585e-10
7.173654610711679425e-01 6.703221187792682045e-10 1.232209277714243051e-09 6.587202623423008668e-10
7.209999999999999742e-01 6.581838752064044039e-10 4.071910611846129383e-10 2.565351543025991157e-10
7.209999999999999742e-01 6.581838752064044039e-10 5.562058347821470358e-10 2.565351543025991157e-10
7.280000000000000915e-01 3.480972889480548128e-10 7.999214249941016892e-10 5.327545519598578938e-10
7.317127702925912969e-01 4.845751911035641677e-10 2.827800147824807544e-10 6.445196009859967467e-10
7.425600000000001089e-01 1.031037214127477989e-09 1.782030419397754929e-09 5.598821529792161874e-10
7.463470256984431339e-01 1.166459243791495297e-09 1.546660249121264725e-09 7.082014773800747450e-10
7.574112000000000622e-01 1.051483622703993833e-09 8.433031572746663097e-10 7.467835017086156489e-10
7.612739662124119455e-01 8.507252697390625045e-10 3.384211723947703810e-10 8.653036061447728156e-10
7.725594240000001056e-01 7.278290833448086124e-10 1.343367339090300082e-09 6.410526761133362995e-10
7.880106124800001499e-01 5.052291794407637524e-10 0.000000000000000000e+00 7.045598118441547937e-10
8.037708247296001529e-01 5.456627180791751284e-10 0.000000000000000000e+00 7.502366326091946942e-10
8.198462412241921404e-01 8.510482464853976029e-10 1.562020775112763110e-09 8.259575293143929706e-10
8.362431660486759899e-01 6.086139455015282149e-10 1.220203881403178010e-10 9.535607936068660193e-10
8.529680293696495497e-01 5.461924869290675539e-10 5.653315122115751663e-10 1.134488052224147092e-09
8.700273899570425407e-01 3.663016820505658023e-10 6.604246697495218524e-10 1.338339320196606379e-09
8.830000000000000071e-01 2.282315136588417946e-10 3.247314424096402780e-10 4.394454009689928178e-10
8.830000000000000071e-01 2.282315136588417946e-10 1.873350821020480708e-10 4.394454009689928178e-10
9.399999999999999467e-01 6.091702322335667048e-10 7.750181933595125595e-10 8.362936052033643651e-10
9.399999999999999467e-01 6.091702322335667048e-10 1.265496602826380795e-09 8.362936052033643651e-10
